x,sin(2Ï€x/1000)
0,0.0
1,0.006283143965558951
2,0.012566039883352607
3,0.018848439715408175
4,0.02513009544333748
5,0.03141075907812829
6,0.03769018266993454
7,0.0439681183178649
8,0.050244318179769556
9,0.05651853448202453
10,0.06279051952931337
11,0.06906002571440578
12,0.07532680552793272
13,0.08159061156815756
14,0.08785119655074317
15,0.09410831331851431
16,0.1003617148512149
17,0.10661115427525991
18,0.11285638487348168
19,0.11909716009486973
20,0.12533323356430426
21,0.1315643590922825
22,0.13779029068463805
23,0.14401078255225216
24,0.15022558912075706
25,0.15643446504023087
26,0.1626371651948836
27,0.16883344471273387
28,0.17502305897527604
29,0.18120576362713736
30,0.1873813145857246
31,0.19354946805086023
32,0.19970998051440703
33,0.20586260876988133
34,0.21200710992205463
35,0.21814324139654254
36,0.22427076094938117
37,0.23038942667659057
38,0.23649899702372468
39,0.2425992307954074
40,0.2486898871648548
41,0.2547707256833821
42,0.26084150628989694
43,0.26690198932037557
44,0.27295193551732516
45,0.2789911060392293
46,0.2850192624699761
47,0.2910361668282718
48,0.2970415815770349
49,0.30303526963277394
50,0.3090169943749474
51,0.3149865196553048
52,0.32094360980720954
53,0.32688802965494246
54,0.3328195445229866
55,0.3387379202452914
56,0.34464292317451706
57,0.35053432019125896
58,0.35641187871325075
59,0.36227536670454563
60,0.3681245526846779
61,0.37395920573780045
62,0.37977909552180106
63,0.38558399227739654
64,0.3913736668372024
65,0.39714789063478056
66,0.40290643571366264
67,0.40864907473634904
68,0.41437558099328414
69,0.42008572841180625
70,0.42577929156507266
71,0.43145604568095897
72,0.4371157666509329
73,0.4427582310389015
74,0.44838321609003223
75,0.45399049973954675
76,0.4595798606214878
77,0.4651510780774583
78,0.4707039321653325
79,0.4762382036679391
80,0.4817536741017153
81,0.4872501257253323
82,0.4927273415482915
83,0.4981851053394909
84,0.5036232016357608
85,0.5090414157503713
86,0.5144395337815064
87,0.5198173426207094
88,0.5251746299612956
89,0.530511184306734
90,0.5358267949789967
91,0.5411212521268758
92,0.5463943467342691
93,0.5516458706284302
94,0.556875616488188
95,0.5620833778521306
96,0.5672689491267565
97,0.5724321255945908
98,0.5775727034222676
99,0.5826904796685761
100,0.5877852522924731
101,0.5928568201610592
102,0.5979049830575188
103,0.6029295416890247
104,0.6079302976946055
105,0.6129070536529765
106,0.6178596130903343
107,0.6227877804881126
108,0.6276913612907005
109,0.6325701619131244
110,0.6374239897486897
111,0.6422526531765844
112,0.6470559615694442
113,0.6518337253008788
114,0.6565857557529564
115,0.6613118653236518
116,0.6660118674342517
117,0.67068557653672
118,0.6753328081210244
119,0.6799533787224192
120,0.6845471059286886
121,0.6891138083873485
122,0.693653305812805
123,0.6981654189934726
124,0.7026499697988492
125,0.7071067811865475
126,0.7115356772092853
127,0.7159364830218311
128,0.7203090248879069
129,0.7246531301870466
130,0.7289686274214114
131,0.7332553462225601
132,0.7375131173581739
133,0.7417417727387392
134,0.7459411454241821
135,0.7501110696304595
136,0.7542513807361038
137,0.7583619152887219
138,0.7624425110114479
139,0.7664930068093498
140,0.7705132427757893
141,0.7745030601987338
142,0.7784623015670235
143,0.7823908105765881
144,0.7862884321366189
145,0.7901550123756903
146,0.7939903986478353
147,0.797794439538571
148,0.8015669848708765
149,0.805307885711122
150,0.8090169943749475
151,0.812694164433094
152,0.8163392507171839
153,0.8199521093254524
154,0.8235325976284275
155,0.8270805742745618
156,0.8305958991958126
157,0.8340784336131711
158,0.8375280400421418
159,0.840944582298169
160,0.8443279255020151
161,0.8476779360850831
162,0.8509944817946918
163,0.8542774316992952
164,0.8575266561936522
165,0.8607420270039435
166,0.8639234171928354
167,0.86707070116449
168,0.8701837546695257
169,0.8732624548099202
170,0.8763066800438636
171,0.8793163101905562
172,0.8822912264349533
173,0.8852313113324551
174,0.8881364488135445
175,0.8910065241883678
176,0.8938414241512637
177,0.8966410367852359
178,0.8994052515663711
179,0.9021339593682028
180,0.9048270524660196
181,0.907484424541117
182,0.9101059706849957
183,0.9126915874035028
184,0.9152411726209175
185,0.917754625683981
186,0.9202318473658703
187,0.9226727398701149
188,0.925077206834458
189,0.9274451533346614
190,0.9297764858882515
191,0.932071112458211
192,0.934328942456612
193,0.9365498867481924
194,0.9387338576538741
195,0.9408807689542255
196,0.9429905358928644
197,0.9450630751798048
198,0.9470983049947443
199,0.9490961449902946
200,0.9510565162951535
201,0.9529793415172189
202,0.954864544746643
203,0.9567120515588304
204,0.9585217890173758
205,0.9602936856769431
206,0.9620276715860858
207,0.9637236782900097
208,0.9653816388332739
209,0.967001487762435
210,0.9685831611286311
211,0.9701265964901059
212,0.9716317329146739
213,0.9730985109821265
214,0.9745268727865771
215,0.9759167619387473
216,0.9772681235681935
217,0.9785809043254721
218,0.9798550523842469
219,0.9810905174433341
220,0.9822872507286887
221,0.9834452049953297
222,0.9845643345292053
223,0.985644595148998
224,0.986685944207868
225,0.9876883405951378
226,0.9886517447379141
227,0.9895761186026509
228,0.9904614256966512
229,0.9913076310695066
230,0.9921147013144779
231,0.9928826045698137
232,0.9936113105200084
233,0.9943007903969989
234,0.9949510169813002
235,0.99556196460308
236,0.9961336091431725
237,0.9966659280340299
238,0.9971589002606139
239,0.9976125063612252
240,0.9980267284282716
241,0.998401550108975
242,0.9987369566060175
243,0.9990329346781247
244,0.9992894726405892
245,0.9995065603657316
246,0.9996841892832999
247,0.999822352380809
248,0.9999210442038161
249,0.9999802608561371
250,1.0
251,0.9999802608561371
252,0.9999210442038161
253,0.999822352380809
254,0.9996841892832999
255,0.9995065603657316
256,0.9992894726405892
257,0.9990329346781247
258,0.9987369566060175
259,0.998401550108975
260,0.9980267284282716
261,0.9976125063612252
262,0.9971589002606139
263,0.9966659280340299
264,0.9961336091431725
265,0.99556196460308
266,0.9949510169813002
267,0.9943007903969989
268,0.9936113105200084
269,0.9928826045698137
270,0.9921147013144779
271,0.9913076310695066
272,0.9904614256966512
273,0.9895761186026509
274,0.988651744737914
275,0.9876883405951378
276,0.986685944207868
277,0.985644595148998
278,0.9845643345292054
279,0.9834452049953297
280,0.9822872507286887
281,0.9810905174433341
282,0.9798550523842469
283,0.9785809043254721
284,0.9772681235681935
285,0.9759167619387474
286,0.9745268727865771
287,0.9730985109821266
288,0.971631732914674
289,0.9701265964901058
290,0.9685831611286312
291,0.9670014877624351
292,0.9653816388332739
293,0.9637236782900098
294,0.9620276715860859
295,0.9602936856769431
296,0.958521789017376
297,0.9567120515588304
298,0.954864544746643
299,0.9529793415172189
300,0.9510565162951536
301,0.9490961449902946
302,0.9470983049947443
303,0.9450630751798049
304,0.9429905358928645
305,0.9408807689542255
306,0.9387338576538741
307,0.9365498867481923
308,0.9343289424566121
309,0.932071112458211
310,0.9297764858882513
311,0.9274451533346614
312,0.925077206834458
313,0.9226727398701149
314,0.9202318473658704
315,0.9177546256839811
316,0.9152411726209175
317,0.9126915874035029
318,0.9101059706849957
319,0.9074844245411169
320,0.9048270524660195
321,0.902133959368203
322,0.8994052515663712
323,0.896641036785236
324,0.8938414241512639
325,0.8910065241883679
326,0.8881364488135446
327,0.8852313113324553
328,0.8822912264349535
329,0.8793163101905562
330,0.8763066800438637
331,0.8732624548099203
332,0.8701837546695255
333,0.8670707011644901
334,0.8639234171928354
335,0.8607420270039436
336,0.8575266561936522
337,0.8542774316992954
338,0.8509944817946917
339,0.8476779360850834
340,0.8443279255020152
341,0.8409445822981692
342,0.8375280400421418
343,0.8340784336131712
344,0.8305958991958127
345,0.8270805742745617
346,0.8235325976284276
347,0.8199521093254523
348,0.816339250717184
349,0.8126941644330941
350,0.8090169943749475
351,0.805307885711122
352,0.8015669848708769
353,0.797794439538571
354,0.7939903986478353
355,0.7901550123756905
356,0.7862884321366188
357,0.7823908105765882
358,0.7784623015670235
359,0.7745030601987338
360,0.7705132427757893
361,0.7664930068093501
362,0.7624425110114478
363,0.7583619152887218
364,0.754251380736104
365,0.7501110696304594
366,0.7459411454241822
367,0.7417417727387392
368,0.7375131173581739
369,0.73325534622256
370,0.7289686274214118
371,0.7246531301870466
372,0.720309024887907
373,0.7159364830218313
374,0.7115356772092851
375,0.7071067811865476
376,0.7026499697988492
377,0.6981654189934726
378,0.6936533058128049
379,0.6891138083873487
380,0.6845471059286885
381,0.6799533787224193
382,0.6753328081210246
383,0.6706855765367201
384,0.6660118674342517
385,0.6613118653236518
386,0.6565857557529564
387,0.6518337253008787
388,0.6470559615694446
389,0.6422526531765842
390,0.6374239897486899
391,0.6325701619131245
392,0.6276913612907006
393,0.6227877804881126
394,0.6178596130903347
395,0.6129070536529764
396,0.6079302976946053
397,0.6029295416890249
398,0.5979049830575187
399,0.5928568201610593
400,0.5877852522924732
401,0.5826904796685761
402,0.5775727034222676
403,0.5724321255945912
404,0.5672689491267564
405,0.5620833778521308
406,0.5568756164881882
407,0.55164587062843
408,0.5463943467342692
409,0.5411212521268759
410,0.5358267949789967
411,0.530511184306734
412,0.525174629961296
413,0.5198173426207093
414,0.5144395337815066
415,0.5090414157503714
416,0.5036232016357606
417,0.4981851053394909
418,0.4927273415482916
419,0.4872501257253323
420,0.4817536741017152
421,0.4762382036679394
422,0.4707039321653324
423,0.46515107807745854
424,0.459579860621488
425,0.45399049973954686
426,0.4483832160900323
427,0.44275823103890155
428,0.4371157666509329
429,0.43145604568095886
430,0.4257792915650729
431,0.4200857284118061
432,0.4143755809932843
433,0.40864907473634915
434,0.40290643571366275
435,0.3971478906347806
436,0.3913736668372028
437,0.3855839922773965
438,0.379779095521801
439,0.37395920573780067
440,0.36812455268467775
441,0.3622753667045458
442,0.3564118787132508
443,0.350534320191259
444,0.34464292317451706
445,0.33873792024529176
446,0.3328195445229865
447,0.32688802965494274
448,0.3209436098072097
449,0.31498651965530455
450,0.3090169943749475
451,0.30303526963277405
452,0.2970415815770349
453,0.29103616682827177
454,0.28501926246997644
455,0.2789911060392291
456,0.27295193551732544
457,0.26690198932037573
458,0.26084150628989705
459,0.25477072568338227
460,0.24868988716485482
461,0.2425992307954074
462,0.2364989970237246
463,0.23038942667659087
464,0.224270760949381
465,0.21814324139654276
466,0.2120071099220548
467,0.2058626087698814
468,0.19970998051440705
469,0.19354946805086068
470,0.18738131458572457
471,0.18120576362713725
472,0.1750230589752763
473,0.16883344471273365
474,0.16263716519488378
475,0.15643446504023098
476,0.15022558912075712
477,0.14401078255225216
478,0.13779029068463847
479,0.1315643590922824
480,0.12533323356430454
481,0.11909716009486998
482,0.11285638487348143
483,0.10661115427526005
484,0.10036171485121498
485,0.09410831331851435
486,0.08785119655074315
487,0.08159061156815792
488,0.0753268055279326
489,0.06906002571440606
490,0.06279051952931358
491,0.056518534482024235
492,0.05024431817976966
493,0.04396811831786495
494,0.037690182669934534
495,0.031410759078128236
496,0.025130095443337813
497,0.018848439715408016
498,0.012566039883352836
499,0.006283143965559127
500,1.2246467991473532e-16
501,-0.006283143965558882
502,-0.012566039883352592
503,-0.018848439715408213
504,-0.02513009544333757
505,-0.031410759078127994
506,-0.037690182669934735
507,-0.04396811831786471
508,-0.05024431817976942
509,-0.056518534482024436
510,-0.06279051952931335
511,-0.06906002571440538
512,-0.07532680552793279
513,-0.08159061156815768
514,-0.0878511965507429
515,-0.09410831331851455
516,-0.10036171485121473
517,-0.1066111542752598
518,-0.11285638487348164
519,-0.11909716009486973
520,-0.12533323356430384
521,-0.13156435909228262
522,-0.13779029068463777
523,-0.14401078255225194
524,-0.1502255891207573
525,-0.15643446504023073
526,-0.16263716519488353
527,-0.16883344471273384
528,-0.1750230589752761
529,-0.181205763627137
530,-0.18738131458572477
531,-0.19354946805086
532,-0.19970998051440683
533,-0.2058626087698812
534,-0.21200710992205454
535,-0.2181432413965425
536,-0.2242707609493812
537,-0.23038942667659065
538,-0.23649899702372437
539,-0.2425992307954076
540,-0.24868988716485457
541,-0.254770725683382
542,-0.26084150628989683
543,-0.2669019893203755
544,-0.2729519355173252
545,-0.2789911060392293
546,-0.2850192624699762
547,-0.29103616682827155
548,-0.2970415815770351
549,-0.3030352696327738
550,-0.3090169943749473
551,-0.3149865196553047
552,-0.3209436098072095
553,-0.32688802965494207
554,-0.33281954452298673
555,-0.3387379202452915
556,-0.34464292317451684
557,-0.35053432019125924
558,-0.3564118787132506
559,-0.3622753667045456
560,-0.3681245526846779
561,-0.37395920573780045
562,-0.3797790955218007
563,-0.38558399227739665
564,-0.39137366683720215
565,-0.3971478906347804
566,-0.4029064357136629
567,-0.4086490747363489
568,-0.4143755809932841
569,-0.42008572841180625
570,-0.42577929156507266
571,-0.43145604568095863
572,-0.43711576665093305
573,-0.44275823103890133
574,-0.44838321609003207
575,-0.4539904997395467
576,-0.45957986062148776
577,-0.4651510780774583
578,-0.4707039321653326
579,-0.4762382036679392
580,-0.481753674101715
581,-0.4872501257253325
582,-0.4927273415482914
583,-0.4981851053394907
584,-0.5036232016357608
585,-0.5090414157503712
586,-0.5144395337815061
587,-0.5198173426207096
588,-0.5251746299612958
589,-0.5305111843067338
590,-0.5358267949789968
591,-0.5411212521268757
592,-0.546394346734269
593,-0.5516458706284302
594,-0.556875616488188
595,-0.5620833778521303
596,-0.5672689491267565
597,-0.5724321255945907
598,-0.5775727034222674
599,-0.5826904796685762
600,-0.587785252292473
601,-0.5928568201610591
602,-0.5979049830575188
603,-0.6029295416890247
604,-0.607930297694605
605,-0.6129070536529766
606,-0.6178596130903341
607,-0.6227877804881123
608,-0.6276913612907004
609,-0.6325701619131243
610,-0.6374239897486896
611,-0.6422526531765844
612,-0.6470559615694443
613,-0.6518337253008785
614,-0.6565857557529565
615,-0.6613118653236517
616,-0.6660118674342514
617,-0.6706855765367199
618,-0.6753328081210244
619,-0.6799533787224192
620,-0.6845471059286887
621,-0.6891138083873485
622,-0.6936533058128047
623,-0.6981654189934728
624,-0.7026499697988491
625,-0.7071067811865475
626,-0.7115356772092852
627,-0.7159364830218311
628,-0.7203090248879066
629,-0.7246531301870467
630,-0.7289686274214116
631,-0.7332553462225598
632,-0.737513117358174
633,-0.7417417727387391
634,-0.7459411454241821
635,-0.7501110696304595
636,-0.7542513807361038
637,-0.7583619152887215
638,-0.7624425110114479
639,-0.7664930068093496
640,-0.7705132427757894
641,-0.7745030601987337
642,-0.778462301567023
643,-0.7823908105765881
644,-0.7862884321366186
645,-0.7901550123756904
646,-0.793990398647835
647,-0.7977944395385711
648,-0.8015669848708764
649,-0.8053078857111221
650,-0.8090169943749473
651,-0.8126941644330936
652,-0.8163392507171839
653,-0.8199521093254526
654,-0.8235325976284275
655,-0.8270805742745616
656,-0.8305958991958122
657,-0.834078433613171
658,-0.8375280400421419
659,-0.840944582298169
660,-0.8443279255020149
661,-0.8476779360850832
662,-0.8509944817946916
663,-0.8542774316992947
664,-0.8575266561936525
665,-0.8607420270039438
666,-0.8639234171928352
667,-0.8670707011644898
668,-0.8701837546695256
669,-0.8732624548099199
670,-0.8763066800438636
671,-0.8793163101905561
672,-0.8822912264349534
673,-0.8852313113324551
674,-0.8881364488135443
675,-0.8910065241883678
676,-0.8938414241512639
677,-0.8966410367852359
678,-0.8994052515663709
679,-0.9021339593682028
680,-0.9048270524660194
681,-0.9074844245411167
682,-0.9101059706849955
683,-0.9126915874035029
684,-0.9152411726209175
685,-0.9177546256839809
686,-0.9202318473658704
687,-0.9226727398701147
688,-0.925077206834458
689,-0.9274451533346612
690,-0.9297764858882515
691,-0.9320711124582108
692,-0.9343289424566118
693,-0.936549886748192
694,-0.9387338576538742
695,-0.9408807689542255
696,-0.9429905358928643
697,-0.9450630751798049
698,-0.9470983049947442
699,-0.9490961449902944
700,-0.9510565162951535
701,-0.952979341517219
702,-0.954864544746643
703,-0.9567120515588303
704,-0.9585217890173756
705,-0.960293685676943
706,-0.9620276715860859
707,-0.9637236782900096
708,-0.965381638833274
709,-0.967001487762435
710,-0.968583161128631
711,-0.9701265964901056
712,-0.9716317329146741
713,-0.9730985109821266
714,-0.9745268727865771
715,-0.9759167619387474
716,-0.9772681235681934
717,-0.978580904325472
718,-0.9798550523842469
719,-0.9810905174433342
720,-0.9822872507286887
721,-0.9834452049953296
722,-0.9845643345292052
723,-0.9856445951489979
724,-0.9866859442078681
725,-0.9876883405951377
726,-0.9886517447379141
727,-0.9895761186026509
728,-0.9904614256966512
729,-0.9913076310695065
730,-0.9921147013144779
731,-0.9928826045698137
732,-0.9936113105200084
733,-0.9943007903969988
734,-0.9949510169813002
735,-0.99556196460308
736,-0.9961336091431725
737,-0.9966659280340299
738,-0.9971589002606139
739,-0.9976125063612252
740,-0.9980267284282716
741,-0.998401550108975
742,-0.9987369566060175
743,-0.9990329346781247
744,-0.9992894726405892
745,-0.9995065603657316
746,-0.9996841892832999
747,-0.999822352380809
748,-0.9999210442038161
749,-0.9999802608561371
750,-1.0
751,-0.9999802608561371
752,-0.9999210442038161
753,-0.999822352380809
754,-0.9996841892832999
755,-0.9995065603657316
756,-0.9992894726405892
757,-0.9990329346781247
758,-0.9987369566060176
759,-0.998401550108975
760,-0.9980267284282716
761,-0.9976125063612252
762,-0.9971589002606139
763,-0.9966659280340299
764,-0.9961336091431725
765,-0.9955619646030801
766,-0.9949510169813002
767,-0.9943007903969988
768,-0.9936113105200084
769,-0.9928826045698137
770,-0.9921147013144779
771,-0.9913076310695066
772,-0.9904614256966512
773,-0.989576118602651
774,-0.988651744737914
775,-0.9876883405951378
776,-0.9866859442078681
777,-0.9856445951489982
778,-0.9845643345292053
779,-0.9834452049953297
780,-0.9822872507286887
781,-0.9810905174433341
782,-0.979855052384247
783,-0.9785809043254723
784,-0.9772681235681935
785,-0.9759167619387473
786,-0.9745268727865771
787,-0.9730985109821266
788,-0.9716317329146741
789,-0.9701265964901059
790,-0.9685831611286311
791,-0.9670014877624351
792,-0.9653816388332738
793,-0.9637236782900097
794,-0.962027671586086
795,-0.9602936856769433
796,-0.9585217890173757
797,-0.9567120515588304
798,-0.9548645447466431
799,-0.9529793415172191
800,-0.9510565162951536
801,-0.9490961449902948
802,-0.9470983049947443
803,-0.9450630751798047
804,-0.9429905358928644
805,-0.9408807689542256
806,-0.9387338576538744
807,-0.9365498867481924
808,-0.934328942456612
809,-0.9320711124582111
810,-0.9297764858882516
811,-0.9274451533346614
812,-0.9250772068344583
813,-0.9226727398701151
814,-0.9202318473658702
815,-0.917754625683981
816,-0.9152411726209176
817,-0.9126915874035031
818,-0.9101059706849958
819,-0.9074844245411171
820,-0.9048270524660196
821,-0.9021339593682031
822,-0.899405251566371
823,-0.896641036785236
824,-0.8938414241512641
825,-0.8910065241883679
826,-0.8881364488135444
827,-0.8852313113324553
828,-0.8822912264349535
829,-0.8793163101905562
830,-0.8763066800438638
831,-0.8732624548099205
832,-0.8701837546695254
833,-0.8670707011644899
834,-0.8639234171928354
835,-0.860742027003944
836,-0.8575266561936523
837,-0.8542774316992954
838,-0.8509944817946918
839,-0.8476779360850835
840,-0.844327925502015
841,-0.8409445822981693
842,-0.8375280400421421
843,-0.8340784336131712
844,-0.8305958991958124
845,-0.8270805742745618
846,-0.8235325976284277
847,-0.8199521093254523
848,-0.8163392507171842
849,-0.8126941644330944
850,-0.8090169943749476
851,-0.8053078857111218
852,-0.8015669848708766
853,-0.7977944395385713
854,-0.7939903986478353
855,-0.7901550123756906
856,-0.7862884321366188
857,-0.7823908105765883
858,-0.7784623015670233
859,-0.7745030601987339
860,-0.7705132427757896
861,-0.7664930068093505
862,-0.7624425110114476
863,-0.7583619152887218
864,-0.7542513807361041
865,-0.7501110696304595
866,-0.7459411454241823
867,-0.7417417727387396
868,-0.737513117358174
869,-0.7332553462225597
870,-0.7289686274214116
871,-0.7246531301870469
872,-0.7203090248879075
873,-0.7159364830218314
874,-0.7115356772092852
875,-0.7071067811865477
876,-0.702649969798849
877,-0.6981654189934727
878,-0.6936533058128054
879,-0.6891138083873491
880,-0.6845471059286883
881,-0.6799533787224191
882,-0.6753328081210247
883,-0.6706855765367206
884,-0.6660118674342518
885,-0.6613118653236523
886,-0.6565857557529565
887,-0.6518337253008785
888,-0.6470559615694443
889,-0.6422526531765846
890,-0.6374239897486903
891,-0.6325701619131247
892,-0.6276913612907002
893,-0.6227877804881127
894,-0.6178596130903348
895,-0.6129070536529765
896,-0.6079302976946057
897,-0.6029295416890254
898,-0.5979049830575184
899,-0.5928568201610591
900,-0.5877852522924734
901,-0.5826904796685766
902,-0.5775727034222677
903,-0.5724321255945913
904,-0.5672689491267565
905,-0.5620833778521309
906,-0.556875616488188
907,-0.5516458706284305
908,-0.5463943467342697
909,-0.541121252126876
910,-0.5358267949789963
911,-0.5305111843067342
912,-0.5251746299612962
913,-0.5198173426207094
914,-0.5144395337815068
915,-0.509041415750372
916,-0.503623201635761
917,-0.4981851053394906
918,-0.4927273415482917
919,-0.48725012572533277
920,-0.4817536741017153
921,-0.4762382036679395
922,-0.4707039321653325
923,-0.46515107807745865
924,-0.4595798606214877
925,-0.45399049973954697
926,-0.4483832160900328
927,-0.44275823103890244
928,-0.43711576665093255
929,-0.43145604568095897
930,-0.425779291565073
931,-0.4200857284118062
932,-0.4143755809932844
933,-0.4086490747363497
934,-0.40290643571366286
935,-0.39714789063478034
936,-0.3913736668372025
937,-0.385583992277397
938,-0.3797790955218019
939,-0.3739592057378008
940,-0.36812455268467786
941,-0.3622753667045459
942,-0.3564118787132505
943,-0.3505343201912592
944,-0.34464292317451756
945,-0.33873792024529226
946,-0.33281954452298623
947,-0.3268880296549424
948,-0.3209436098072098
949,-0.3149865196553055
950,-0.3090169943749477
951,-0.30303526963277455
952,-0.29704158157703503
953,-0.2910361668282715
954,-0.28501926246997616
955,-0.27899110603922966
956,-0.272951935517326
957,-0.26690198932037584
958,-0.2608415062898968
959,-0.2547707256833824
960,-0.24868988716485535
961,-0.24259923079540752
962,-0.23649899702372515
963,-0.23038942667659143
964,-0.2242707609493807
965,-0.21814324139654243
966,-0.2120071099220549
967,-0.20586260876988197
968,-0.1997099805144072
969,-0.19354946805086082
970,-0.18738131458572468
971,-0.18120576362713692
972,-0.175023058975276
973,-0.1688334447127342
974,-0.16263716519488433
975,-0.15643446504023112
976,-0.1502255891207568
977,-0.1440107825522523
978,-0.13779029068463858
979,-0.13156435909228253
980,-0.12533323356430465
981,-0.11909716009487054
982,-0.11285638487348111
983,-0.10661115427525973
984,-0.10036171485121509
985,-0.09410831331851491
986,-0.08785119655074328
987,-0.08159061156815804
988,-0.07532680552793272
989,-0.06906002571440618
990,-0.06279051952931326
991,-0.056518534482024804
992,-0.05024431817977022
993,-0.043968118317865075
994,-0.037690182669934215
995,-0.03141075907812836
996,-0.025130095443337937
997,-0.018848439715408137
998,-0.01256603988335296
999,-0.0062831439655596935
